STN--- WBAN   YEARMODA    TEMP       DEWP      SLP        STP       VISIB      WDSP     MXSPD   GUST    MAX     MIN   PRCP   SNDP   FRSHTT 
704540 25704  19900117    35.7 24    31.3 24   981.1 24   980.5 24    5.9 24   11.0 24   20.0   34.0    37.0*   26.1   0.12G 999.9  011000 
704540 25704  19900118    35.7 24    33.2 24   967.1 24   966.5 24    5.3 24   13.4 24   38.1   42.9    37.9*   30.9   0.16G   1.2  111000 
704540 25704  19900119    36.1 24    33.5 24   954.0 24   953.4 24    4.7 24   15.8 24   26.0   36.9    39.0*   33.1   0.94G   1.2  111000 
704540 25704  19900120    28.6 24    26.1 24   985.5 24   985.0 24    4.5 24   14.0 24   22.0   32.1    32.0*   25.0   0.16G   0.8  001000 
704540 25704  19900121    24.6 24    20.6 24   997.9 24   997.3 24    6.2 24    7.6 24   14.0   20.0    28.9*   16.0   0.04G   2.0  001000 
704540 25704  19900122    27.3 24    23.7 24  1003.8 24  1003.3 24    6.3 24    8.3 24   20.0   26.0    30.9*   16.0   0.08G   2.8  001000 
704540 25704  19900123    28.4 24    22.5 24  1011.0 24  1010.3 24    5.3 24    9.9 24   20.0   26.0    32.0*   19.0   0.08G   3.9  001000 
704540 25704  19900124    21.9 24    12.9 24  1021.5 24  1020.9 24    6.4 24    4.3 24   18.1   22.9    32.0*   10.0*  0.08G   5.1  001000 
704540 25704  19900125    35.2 24    33.8 24   996.8 24   996.1 24    4.2 24   19.6 24   32.1   42.9    39.0*   32.0*  0.31G   3.9  111000 
704540 25704  19900126    34.0 24    31.4 24   989.4 24   988.8 24    4.3 24   24.9 24   35.9   51.1    37.0*   30.0   0.00G   3.1  001000 
704540 25704  19900127    35.4 24    30.5 24  1003.5 24  1002.9 24    6.7 24   15.5 24   25.1   34.0    37.0*   30.9   0.16G   2.0  111000 
704540 25704  19900128    32.8 24    31.5 24   987.1 24   986.5 24    3.9 24   17.8 24   38.1   55.9    36.0*   30.0   0.39G   3.1  111000 
704540 25704  19900129    32.4 24    28.0 24  1000.2 24   999.6 24    6.9 24   15.1 24   29.9   39.0    34.0*   28.0   0.04G   3.1  011000 
704540 25704  19900130    29.5 24    27.0 24   995.4 24   994.8 24    3.9 24   18.5 24   34.0   44.1    32.0*   24.1*  0.20G   5.9  001000 
704540 25704  19900131    33.8 24    31.5 24   979.5 24   979.0 24    3.1 24   18.8 24   37.1   44.1    36.0*   24.1   0.51G   5.9  111000 
704540 25704  19900201    30.2 24    23.9 24  1000.8 24  1000.1 24    4.9 24   20.5 24   40.0   49.9    34.0*   26.1   0.12G   5.9  001000 
704540 25704  19900202    26.0 24    19.2 24  1011.8 24  1011.2 24    6.2 24   11.5 24   36.9   42.9    30.9*   17.1   0.04G   7.1  001000 
704540 25704  19900203    27.3 24    22.9 24  1001.5 24  1000.9 24    2.7 24   22.7 24   31.1   40.0    30.9*   17.1   0.12G   7.9  001000 
704540 25704  19900204    31.4 24    26.9 24  1023.5 24  1022.9 24    5.9 24   19.2 24   32.1   47.0    36.0*   23.0   0.08G   7.9  001000 
704540 25704  19900205    35.5 24    34.8 24  1015.6 24  1015.0 24    2.4 24   29.6 24   40.0   62.0    37.0*   23.0   0.20G   5.1  111000 
704540 25704  19900206    30.9 24    29.0 24  1010.5 24  1009.9 24    4.2 24    8.6 24   18.1   25.1    35.1*   28.0*  0.75G   3.9  101000 
704540 25704  19900207    26.9 24    22.9 24  1007.9 24  1007.3 24    4.3 24   14.1 24   30.1   35.9    32.0*   24.1   0.04G   5.1  001000 
704540 25704  19900208    23.9 24    20.7 24  1013.2 24  1012.6 24    5.4 24   13.1 24   26.0   33.0    26.1*   18.0   0.08G   5.1  001000 
704540 25704  19900209    23.7 24    17.1 23  1023.3 24  1022.7 24    6.1 24   10.8 24   24.1   31.1    27.0*   18.0   0.08G   5.9  001000 
704540 25704  19900210    31.7 24    28.3 24  1014.8 24  1014.2 24    4.2 24   20.6 24   38.1   55.9    37.0*   19.0   0.01G   7.1  111000 
704540 25704  19900211    32.0 24    28.2 24  1005.3 24  1004.7 24    6.9 24   15.2 24   32.1   49.0    36.0*   28.0   0.20G   5.1  111100 
704540 25704  19900212    30.5 24    25.9 23  1008.2 24  1007.6 24    6.7 24    4.2 24   17.1  999.9    36.0*   23.0   0.00G   4.7  001000 
704540 25704  19900213    34.8 24    31.3 24  1021.9 24  1021.3 24    5.5 24   10.8 24   26.0   42.9    41.0*   23.0   0.04G   3.9  111000 
704540 25704  19900214    38.4 24    36.1 24  1025.8 24  1025.2 24    5.7 24   11.5 24   22.0   31.1    39.9*   25.0   0.16G   2.0  110000 
704540 25704  19900215    36.1 24    32.6 24  1019.3 24  1018.6 24    5.3 24   12.4 24   22.0   34.0    37.0*   34.0   0.08G   1.2  110000 
704540 25704  19900216    33.3 24    26.8 24  1027.7 24  1027.1 24    6.6 24    9.2 24   22.9   28.9    39.0*   30.0   0.04G  13.0  001000 
704540 25704  19900217    31.5 24    25.6 24  1030.2 24  1029.6 24    5.3 24    8.4 24   17.1   28.0    35.1*   27.0   0.04G   1.2  011000 
704540 25704  19900218    39.8 24    38.6 24  1001.4 24  1000.8 24    2.6 24   23.5 24   34.0   51.1    43.0*   27.0   0.47G   1.2  111000 
704540 25704  19900219    37.4 24    35.5 24   993.9 24   993.4 24    4.4 24   16.4 24   30.1   45.1    42.1*   32.0   0.31G   0.4  111000 
704540 25704  19900220    28.5 24    23.0 23   997.3 24   996.8 24    5.8 24    8.8 24   21.0   29.9    37.0*   18.0   0.04G   1.2  111000 
704540 25704  19900221    29.0 24    20.1 24  1007.0 24  1006.3 24    5.9 24   13.2 24   26.0   35.0    36.0*   17.1   0.04G   0.4  001000 
704540 25704  19900222    23.6 24    11.9 24  1019.5 24  1019.0 24    6.6 24   11.2 24   25.1   35.0    28.0*   17.1   0.04G   0.4  001000 
704540 25704  19900223    22.3 24    12.5 24  1019.7 24  1019.1 24    4.3 24   26.2 24   34.0   52.1    25.0*   17.1   0.04G   1.2  001000 
704540 25704  19900224    26.5 24    16.2 24  1021.3 24  1020.7 24    6.8 24   15.9 24   30.1   41.0    33.1*   19.0   0.00G   0.4  001000 
704540 25704  19900225    35.5 24    31.0 24  1021.5 24  1020.9 24    5.9 24   11.0 24   21.0   29.9    37.0*   19.9   0.00D 999.9  111000 
704540 25704  19900226    36.6 24    35.2 24  1023.6 24  1023.0 24    4.0 24    8.7 24   18.1  999.9    39.0*   34.0   0.16G 999.9  110000 
704540 25704  19900227    37.9 24    34.5 24  1012.8 24  1012.2 24    4.6 24   20.3 24   32.1   53.0    41.0*   35.1   0.08G 999.9  111000 
704540 25704  19900228    34.7 24    27.6 24  1003.7 24  1003.1 24    6.2 24   10.7 24   20.0   26.0    37.9*   32.0   0.24G 999.9  111000 
704540 25704  19900301    31.7 24    24.0 24   998.7 24   998.1 24    6.2 24   15.2 24   21.0   28.9    35.1*   28.0   0.04G   0.4  001000 
704540 25704  19900302    30.9 24    24.9 24   998.0 24   997.4 24    5.8 24   12.9 24   20.0   27.0    35.1*   28.0   0.04G   0.4  001000 
704540 25704  19900303    28.7 24    21.6 24  1001.2 24  1000.7 24    6.4 24    6.0 24   18.1   22.9    35.1*   23.0*  0.08G   2.0  001000 
704540 25704  19900304    29.2 24    17.8 24  1012.0 24  1011.4 24    5.5 24   10.1 24   19.0   26.0    34.0*   19.9   0.08G   2.0  001000 
704540 25704  19900305    31.5 24    20.9 24  1029.7 24  1029.1 24    6.9 24    7.9 24   15.9   22.0    37.0*   24.1   0.04G   2.0  001000 
704540 25704  19900306    36.3 24    30.1 24  1018.2 24  1017.6 24    4.9 24   16.6 24   27.0   38.1    41.0*   24.1   0.04G   0.4  111100 
704540 25704  19900307    37.1 24    32.8 24   996.4 24   995.8 24    5.3 24   11.5 24   25.1   36.9    41.0*   32.0   0.43G 999.9  111000 
704540 25704  19900308    34.4 24    27.5 24  1004.6 24  1004.0 24    6.2 24   17.9 24   26.0   35.9    39.9*   30.9   0.04G   0.4  101000 
704540 25704  19900309    32.9 24    24.5 24  1011.0 24  1010.4 24    6.7 24   11.9 24   27.0   44.1    36.0*   26.1   0.08G 999.9  011100 
704540 25704  19900310    34.8 24    32.0 24   989.2 24   988.6 24    4.3 24    9.1 24   20.0   28.9    39.9*   26.1   0.51G   3.9  111000 
704540 25704  19900311    35.8 24    32.8 24   981.0 24   980.4 24    4.3 24    9.8 24   17.1   22.0    42.1*   32.0   0.00G   1.2  111000 
704540 25704  19900312    31.4 24    26.3 24   993.1 24   992.5 24    4.5 24   18.9 24   24.1   36.9    35.1*   28.0*  0.31G 999.9  111000 
704540 25704  19900313    29.8 24    20.6 24  1019.3 24  1018.8 24    6.7 24    9.9 24   20.0   28.9    35.1*   26.1*  0.01G   0.4  001000 
704540 25704  19900314    36.9 24    27.6 24  1020.5 24  1019.9 24    6.8 24   18.9 24   35.0   45.1    41.0*   26.1   0.00G 999.9  111000 
704540 25704  19900315    38.8 24    33.8 24  1004.6 24  1004.0 24    5.3 24   24.5 24   34.0   54.0    41.0*   33.1*  0.16D 999.9  111000 
704540 25704  19900316    36.8 24    28.0 24  1015.5 24  1014.9 24    7.0 24   14.4 24   19.0   28.9    42.1*   32.0   0.16D   0.4  001000 
704540 25704  19900317    37.2 24    27.5 24  1011.1 24  1010.4 24    5.6 24   16.2 24   26.0   49.0    43.0*   32.0   0.02D 999.9  111000 
704540 25704  19900318    35.5 24    33.0 24  1003.8 24  1003.3 24    4.8 24    4.0 24   24.1   36.9    39.9*   32.0   0.94G 999.9  111000 
704540 25704  19900319    36.2 24    33.8 24  1003.3 24  1002.7 24    5.6 24    1.9 24    5.1  999.9    39.9*   32.0   0.24G 999.9  110000 
704540 25704  19900320    35.3 24    32.3 24  1009.8 24  1009.2 24    6.0 24    2.5 24   10.1  999.9    39.0*   33.1   0.16G 999.9  111000 
704540 25704  19900321    36.8 24    34.7 24  1013.2 24  1012.6 24    3.7 24    7.9 24   12.0   15.9    41.0*   33.1   0.00G 999.9  110000 
704540 25704  19900322    36.3 24    33.6 24  1012.9 24  1012.2 24    6.4 24    6.8 24   14.0   24.1    41.0*   33.1   0.04G 999.9  111000 
704540 25704  19900323    37.2 24    34.4 24  1004.5 24  1003.9 24    6.2 24    9.9 24   15.0   20.0    39.0*   33.1   0.04G 999.9  111000 
704540 25704  19900324    37.8 24    34.8 24   994.7 24   994.1 24    3.3 24   14.4 24   20.0   29.9    39.0*   35.1   0.12G 999.9  110000 
704540 25704  19900325    36.6 24    33.1 24   995.8 24   995.2 24    5.9 24    9.3 24   15.0   21.0    39.9*   34.0   0.16G 999.9  110000 
704540 25704  19900326    36.4 24    32.5 24   994.1 24   993.6 24    5.6 24    5.7 24   15.0   24.1    39.9*   34.0   0.02G 999.9  111000 
704540 25704  19900327    36.6 24    32.5 24   977.8 24   977.3 24    4.4 24   10.5 24   14.0   21.0    39.9*   34.0   0.35G 999.9  111000 
704540 25704  19900328    35.9 24    32.0 24   972.8 24   972.2 24    4.4 24   10.3 24   14.0   22.0    39.0*   33.1   0.35G 999.9  111000 
704540 25704  19900329    35.7 24    30.7 24   991.9 24   991.3 24    6.5 24   11.9 24   18.1   22.9    39.9*   32.0   0.16G 999.9  111000 
704540 25704  19900330    35.7 24    28.5 24  1010.9 24  1010.3 24    6.2 24    7.0 24   14.0   20.0    41.0*   32.0   0.00G 999.9  011000 
704540 25704  19900331    35.4 24    28.3 24  1012.0 24  1011.3 24    4.9 24   11.0 24   27.0   48.0    39.9*   32.0   0.12D 999.9  111000 
704540 25704  19900401    34.8 24    30.9 24   974.0 24   973.5 24    3.2 24   18.8 24   26.0   44.1    37.9*   30.9   1.30G 999.9  111000 
704540 25704  19900402    34.6 24    27.5 24   989.4 24   988.8 24    4.6 24   23.4 24   32.1   53.0    37.9*   30.9   0.20G 999.9  111000 
704540 25704  19900403    32.5 24    18.6 24  1012.4 24  1011.8 24    6.8 24    7.4 24   20.0   34.0    37.0*   30.0   0.00G 999.9  001000 
704540 25704  19900404    32.6 24    18.2 24  1010.4 24  1009.8 24    7.0 24   13.8 24   22.0   27.0    37.9*   30.0   0.00D 999.9  001000 
704540 25704  19900405    30.7 24    20.5 24  1022.6 24  1022.0 24    5.7 24    7.4 24   19.0   25.1    36.0*   21.9   0.00D 999.9  111000 
704540 25704  19900406    35.9 24    31.6 24  1020.3 24  1019.7 24    4.6 24   14.3 24   26.0   35.0    37.0*   21.9   0.51G 999.9  111000 
704540 25704  19900407    33.6 24    22.4 24  1019.4 24  1018.8 24    7.0 24    5.6 24   10.1   15.0    37.9*   30.0   0.00G 999.9  000000 
704540 25704  19900408    37.1 24    30.9 24  1016.0 24  1015.4 24    5.1 24    9.6 24   14.0   24.1    39.9*   30.0   0.08G 999.9  111000 
704540 25704  19900409    39.0 24    35.0 24  1027.7 24  1027.1 24    6.4 24    4.7 24    8.9   15.9    45.0*   35.1   0.55G 999.9  110000 
704540 25704  19900410    39.5 24    34.5 24  1031.7 24  1031.0 24    6.2 24    6.9 24   14.0   24.1    46.0*   34.0   0.00G 999.9  110000 
704540 25704  19900411    35.9 24    30.1 24  1026.5 24  1025.9 24    6.3 24   11.7 24   15.9   26.0    39.0*   33.1   0.00D 999.9  011000 
704540 25704  19900412    34.5 24    29.9 24  1018.9 24  1018.3 24    5.9 24    9.6 24   15.9   21.0    37.9*   32.0   0.02G 999.9  011000 
704540 25704  19900413    35.7 24    31.3 24  1017.7 24  1017.1 24    7.0 24    2.7 24    8.9  999.9    39.0*   32.0   0.04G 999.9  011000 
704540 25704  19900414    36.9 24    27.1 24  1018.6 24  1018.0 24    6.9 24    4.5 24   11.1   15.9    43.0*   30.9   0.00G 999.9  010000 
704540 25704  19900415    39.0 24    30.6 24  1011.5 24  1010.9 24    7.0 24   10.1 24   15.0   21.0    43.0*   33.1   0.00D 999.9  010000 
704540 25704  19900416    38.2 24    32.8 24  1008.6 24  1008.0 24    6.9 24    6.9 24   14.0   20.0    43.0*   33.3   0.00D 999.9  110000 
704540 25704  19900417    36.8 24    30.4 24  1008.0 24  1007.4 24    6.8 24    3.2 24   10.1  999.9    41.0*   34.0   0.04G 999.9  110000 
704540 25704  19900418    36.6 24    30.7 24   996.7 24   996.1 24    5.4 24   10.5 24   15.9   24.1    42.1*   34.0   0.08G 999.9  111000 
704540 25704  19900419    34.4 24    29.8 24   993.3 24   992.7 24    5.0 24   15.2 24   20.0   28.0    37.0*   32.0   0.28G 999.9  111000 
704540 25704  19900420    32.5 24    22.3 24  1004.5 24  1003.9 24    6.6 24    6.8 24   14.0   20.0    35.1*   30.0   0.02G 999.9  001000 
704540 25704  19900421    33.8 24    23.8 24  1013.0 24  1012.4 24    6.4 24    7.6 24   14.0   21.0    37.9*   28.9   0.04G 999.9  001000 
704540 25704  19900422    35.2 24    24.5 24  1022.4 24  1021.8 24    6.8 24    5.6 24   13.0   19.0    39.0*   32.0   0.01G 999.9  111000 
704540 25704  19900423    37.8 24    29.8 24  1027.7 24  1027.1 24    6.5 24    6.1 24   12.0   20.0    45.0*   32.0   0.00G 999.9  110000 
704540 25704  19900424    38.2 24    29.1 24  1033.2 24  1032.6 24    6.4 24    7.1 24   14.0   21.0    45.0*   34.0   0.00D 999.9  010000 
704540 25704  19900425    36.9 24    29.3 24  1035.9 24  1035.3 24    6.5 24    5.7 24   10.1   15.9    42.1*   34.0   0.00D 999.9  100000 
704540 25704  19900426    37.3 24    29.4 24  1033.6 24  1033.0 24    6.6 24    5.4 24   10.1   15.9    42.1*   34.0   0.00D 999.9  110000 
704540 25704  19900427    39.1 24    30.8 24  1030.8 24  1030.2 24    6.6 24    8.1 24   12.0   19.0    45.0*   35.1   0.00D 999.9  110000 
704540 25704  19900428    37.1 24    28.0 24  1033.0 24  1032.4 24    6.8 24   12.7 24   15.9   27.0    43.0*   35.1   0.00D 999.9  011000 
704540 25704  19900429    35.5 24    25.9 24  1026.7 24  1026.1 24    6.8 24   19.2 24   22.0   34.0    39.0*   33.1   0.00D 999.9  011000 
704540 25704  19900430    35.1 24    24.4 24  1023.3 24  1022.7 24    6.6 24   17.2 24   21.0   31.1    37.9*   33.1   0.00D 999.9  011000 
704540 25704  19900501    36.2 24    26.0 24  1027.7 24  1027.2 24    6.3 24   11.9 24   20.0   28.0    39.0*   33.1   0.00C 999.9  011000 
704540 25704  19900502    36.9 24    27.5 24  1030.8 24  1030.2 24    6.8 24    7.4 24   18.1   25.1    39.9*   34.0   0.00D 999.9  011000 
704540 25704  19900503    37.7 24    27.8 24  1024.8 24  1024.2 24    6.8 24    6.5 24   14.0   26.0    41.0*   30.9   0.00D 999.9  110000 
704540 25704  19900504    40.3 24    35.1 24  1005.7 24  1005.2 24    3.9 24   13.2 24   22.0   35.0    46.0*   30.9   0.67G 999.9  110000 
704540 25704  19900505    40.6 24    35.7 24  1002.3 24  1001.7 24    5.4 24    6.0 24   11.1   17.1    48.0*   36.0   0.04G 999.9  110000 
704540 25704  19900506    40.0 24    33.3 24  1003.6 24  1003.0 24    5.6 24    9.5 24   15.9   21.0    45.0*   36.0   0.00G 999.9  110000 
704540 25704  19900507    39.3 24    32.7 24   998.1 24   997.5 24    6.4 24   11.7 24   14.0   22.9    41.0*   36.0   0.02G 999.9  110000 
704540 25704  19900508    38.9 24    31.5 24   996.2 24   995.6 24    6.5 24    8.8 24   15.9   22.0    42.1*   36.0   0.08G 999.9  010000 
704540 25704  19900509    39.4 24    30.6 24  1006.2 24  1005.6 24    6.9 24   11.4 24   15.9   22.9    45.0*   36.0   0.08G 999.9  010000 
704540 25704  19900510    40.9 24    35.3 24   996.3 24   995.7 24    3.3 24   16.3 24   24.1   36.9    46.0*   36.0   0.87G 999.9  110000 
704540 25704  19900511    40.2 24    34.8 24   989.9 24   989.4 24    6.0 24   11.8 24   20.0   35.0    45.0*   36.0   0.43G 999.9  110000 
704540 25704  19900512    39.2 24    32.3 24   999.2 24   998.7 24    6.2 24   12.7 24   15.9   25.1    44.1*   36.0   0.00G 999.9  111000 
704540 25704  19900513    40.0 24    33.7 24   999.8 24   999.2 24    6.3 24   10.1 24   14.0   20.0    44.1*   37.0   0.00H 999.9  110000 
704540 25704  19900514    41.6 24    35.2 24  1001.1 24  1000.5 24    5.8 24    9.7 24   15.9   32.1    45.0*   37.0   0.20D 999.9  110000 
704540 25704  19900515    41.3 24    37.6 24   988.7 24   988.1 24    6.1 24    5.1 24   12.0   22.9    45.0*   39.0   0.17D 999.9  110000 
704540 25704  19900516    39.0 24    33.6 24   993.5 24   992.9 24    6.7 24   11.0 24   15.0   22.9    43.0*   36.0*  0.01D 999.9  110000 
704540 25704  19900517    40.6 24    35.2 24   988.6 24   988.0 24    5.5 24   11.7 24   24.1   31.1    46.0*   36.0   0.04G 999.9  110000 
704540 25704  19900518    41.3 24    31.1 24  1012.4 24  1011.8 24    7.0 24   14.8 24   24.1   31.1    46.0*   37.9   0.08G 999.9  010000 
704540 25704  19900519    42.1 24    29.6 24  1026.2 24  1025.6 24    7.0 24   15.1 24   20.0   28.9    46.9*   37.9   0.01G 999.9  000000 
704540 25704  19900520    43.0 24    31.4 24  1025.7 24  1025.1 24    7.0 24   12.1 24   18.1   25.1    51.1*   36.0   0.00G 999.9  000000 
704540 25704  19900521    43.8 24    34.5 24  1010.4 24  1009.8 24    6.9 24    4.7 24   10.1   15.9    52.0*   39.9   0.20G 999.9  010000 
704540 25704  19900522    41.2 24    35.9 24  1004.0 24  1003.4 24    5.0 24   10.2 24   18.1   25.1    46.0*   37.9   0.12G 999.9  110000 
704540 25704  19900523    41.3 24    34.6 24  1004.4 24  1003.8 24    6.2 24    5.9 24   14.0   20.0    46.0*   37.0   0.00G 999.9  110000 
704540 25704  19900524    42.6 24    37.1 24   992.7 24   992.1 24    5.6 24   11.4 24   15.9   25.1    46.0*   37.0   0.08G 999.9  110000 
704540 25704  19900525    40.3 24    34.2 24   993.0 24   992.4 24    5.5 24   16.8 24   22.9   28.9    43.0*   37.9   0.01G 999.9  110000 
704540 25704  19900526    39.9 24    31.2 24   998.7 24   998.1 24    6.8 24    9.3 24   20.0   27.0    42.1*   37.9   0.08G 999.9  110000 
704540 25704  19900527    40.2 24    30.4 24   998.2 24   997.6 24    6.8 24    7.9 24   15.9   22.9    45.0*   37.9   0.00G 999.9  110000 
704540 25704  19900528    41.9 24    31.6 24   997.3 24   996.7 24    6.2 24   16.0 24   22.0   34.0    46.0*   37.9   0.01D 999.9  110000 
704540 25704  19900529    40.3 24    31.0 24   994.4 24   993.8 24    6.9 24    9.7 24   21.0   33.0    44.1*   37.0   0.08G 999.9  110000 
704540 25704  19900530    38.7 24    31.8 24   987.8 24   987.2 24    5.9 24   13.0 24   22.9   39.0    44.1*   36.0   0.08G 999.9  111000 
704540 25704  19900531    40.1 24    33.6 24  1001.2 24  1000.6 24    5.6 24   18.1 24   26.0   41.0    48.0*   34.0   0.35G 999.9  110000 
704540 25704  19900601    42.0 24    34.6 24  1011.5 24  1010.9 24    7.0 24    7.5 24   20.0   29.9    46.0*   36.0   0.00G 999.9  010000 
704540 25704  19900602    42.8 24    35.5 24  1014.9 24  1014.3 24    6.1 24    5.9 24   12.0   17.1    48.0*   36.0   0.00D 999.9  110000 
704540 25704  19900603    43.8 24    34.1 24  1017.8 24  1017.2 24    7.0 24    7.4 24   12.0  999.9    51.1*   39.0   0.00D 999.9  000000 
704540 25704  19900604    42.8 24    35.0 24  1020.9 24  1020.3 24    6.3 24    8.0 24   14.0   19.0    46.0*   39.0   0.00D 999.9  110000 
704540 25704  19900605    43.2 24    36.8 24  1023.2 24  1022.6 24    4.0 24    2.9 24    7.0  999.9    45.0*   41.0   0.00D 999.9  110000 
704540 25704  19900606    44.6 24    35.8 24  1023.2 24  1022.7 24    7.0 24    2.9 24    8.0  999.9    48.0*   39.9   0.00C 999.9  010000 
704540 25704  19900607    44.3 24    35.8 24  1018.8 24  1018.2 24    6.9 24    7.6 24   12.0  999.9    50.0*   39.9   0.00D 999.9  010000 
704540 25704  19900608    42.3 24    33.7 24  1008.8 24  1008.2 24    6.9 24   12.7 24   20.0   27.0    46.0*   39.0   0.00D 999.9  010000 
704540 25704  19900609    41.4 24    36.1 24  1002.7 24  1002.1 24    4.8 24   15.6 24   20.0   28.9    48.0*   39.0   0.02G 999.9  110000 
704540 25704  19900610    43.3 24    37.8 24  1009.6 24  1009.0 24    6.6 24    8.9 24   17.1   25.1    48.0*   39.9   0.00G 999.9  110000 
704540 25704  19900611    43.6 24    34.3 24  1016.7 24  1016.1 24    7.0 24    6.6 24   13.0  999.9    50.0*   39.9   0.00D 999.9  000000 
704540 25704  19900612    43.8 24    37.1 24  1020.3 24  1019.7 24    7.0 24    6.7 24   15.0   20.0    52.0*   39.9   0.00D 999.9  010000 
704540 25704  19900613    43.6 24    36.2 24  1018.1 24  1017.5 24    6.9 24    7.0 24   10.1   17.1    46.9*   39.0   0.00C 999.9  110000 
704540 25704  19900614    44.4 24    39.7 24  1009.9 24  1009.3 24    5.4 24    6.2 24   10.1   20.0    48.0*   39.0   0.08C 999.9  110000 
704540 25704  19900615    42.5 24    37.8 24   996.0 24   995.4 24    4.8 24    8.7 24   13.0   21.0    44.1*   41.0   0.08G 999.9  110000 
704540 25704  19900616    43.0 24    38.6 24  1003.6 24  1003.0 24    4.8 24    9.7 24   17.1   22.9    45.0*   41.0   0.08G 999.9  110000 
704540 25704  19900617    43.3 24    36.1 24  1011.8 24  1011.2 24    6.5 24    6.0 24   13.0  999.9    46.0*   39.9   0.01G 999.9  110000 
704540 25704  19900618    42.7 24    37.9 24  1010.7 24  1010.1 24    5.7 24    4.6 24   11.1  999.9    46.0*   39.9   0.00G 999.9  110000 
704540 25704  19900619    44.4 24    37.4 24  1014.2 24  1013.6 24    6.8 24    7.3 24   14.0   19.0    48.9*   41.0   0.01G 999.9  110000 
704540 25704  19900620    44.6 24    36.9 24  1022.9 24  1022.3 24    6.8 24   11.5 24   15.9   21.0    51.1*   41.0   0.00G 999.9  110000 
704540 25704  19900621    47.9 24    39.7 24  1016.1 24  1015.5 24    6.4 24    8.9 24   15.9   21.0    53.1*   41.0   0.00H 999.9  110000 
704540 25704  19900622    47.1 24    40.8 24  1013.4 24  1012.8 24    6.8 24    9.2 24   17.1   21.0    55.0*   43.0   0.00D 999.9  110000 
704540 25704  19900623    49.4 24    43.6 24  1011.3 24  1010.7 24    6.7 24    2.0 24    7.0   19.0    55.0*   42.1   0.00D 999.9  110000 
704540 25704  19900624    47.3 24    42.2 24  1003.4 24  1002.8 24    3.9 24   16.7 24   26.0   35.9    55.0*   42.1   0.24G 999.9  110000 
704540 25704  19900625    45.7 24    39.2 24  1014.5 24  1014.0 24    6.6 24    8.3 24   13.0   18.1    52.0*   42.1   0.01G 999.9  110000 
704540 25704  19900626    46.5 24    39.6 24  1021.1 24  1020.5 24    6.3 24    3.0 24    6.0  999.9    52.0*   42.1   0.00G 999.9  110000 
704540 25704  19900627    45.9 24    37.9 24  1021.3 24  1020.6 24    6.8 24    4.0 24    8.9  999.9    51.1*   42.1   0.00D 999.9  110000 
704540 25704  19900628    47.4 24    39.9 24  1013.5 24  1012.9 24    5.9 24    8.4 24   15.0   21.0    54.0*   42.1   0.04G 999.9  110000 
704540 25704  19900629    44.9 24    38.5 24  1009.1 24  1008.5 24    5.5 24    5.7 24   10.1   15.9    52.0*   42.1   0.00G 999.9  110000 
704540 25704  19900630    45.5 24    40.3 24   999.7 24   999.1 24    4.3 24    8.3 24   15.0   28.9    53.1*   42.1   0.16G 999.9  110000 
704540 25704  19900701    46.5 24    39.6 24  1010.0 24  1009.4 24    5.6 24   10.4 24   20.0   24.1    53.1*   39.9   0.00G 999.9  110000 
704540 25704  19900702    47.0 24    40.4 24  1014.8 24  1014.2 24    6.0 24    8.8 24   22.0   25.1    53.1*   39.9   0.47D 999.9  110000 
704540 25704  19900703    48.5 24    42.4 24  1013.8 24  1013.2 24    5.4 24    7.1 24   10.1   17.1    52.0*   44.1   0.02D 999.9  110000 
704540 25704  19900704    46.2 24    40.6 24  1015.1 24  1014.5 24    5.5 24   11.3 24   17.1   22.0    52.0*   44.1   0.01G 999.9  110000 
704540 25704  19900705    46.4 24    41.5 24  1013.8 24  1013.2 24    4.1 24    7.7 24   15.9   22.0    50.0*   43.0   0.00G 999.9  110000 
704540 25704  19900706    46.7 24    40.9 24  1012.8 24  1012.2 24    5.2 24    9.8 24   13.0   17.1    52.0*   43.0   0.00D 999.9  110000 
704540 25704  19900707    46.0 24    41.3 24  1006.5 24  1005.9 24    5.1 24    4.0 24   10.1   15.0    51.1*   44.1   0.08B 999.9  110000 
704540 25704  19900708    48.1 24    40.0 24  1011.2 24  1010.6 24    6.7 24    8.3 24   15.0   20.0    53.1*   45.0   0.01G 999.9  110000 
704540 25704  19900709    48.6 24    42.0 24  1020.8 24  1020.2 24    6.4 24    1.4 24    4.1  999.9    53.1*   46.0   0.00G 999.9  110000 
704540 25704  19900710    48.1 24    38.8 24  1023.5 24  1022.9 24    7.0 24    5.0 24   12.0   17.1    54.0*   42.1   0.00D 999.9  000000 
704540 25704  19900711    48.1 24    41.9 24  1018.1 24  1017.4 24    6.3 24    3.3 24   14.0   22.0    53.1*   44.1   0.00D 999.9  100000 
704540 25704  19900712    48.4 24    44.1 24  1019.0 24  1018.4 24    6.0 24    8.5 24   22.0   28.0    55.0*   46.0   0.00D 999.9  110000 
704540 25704  19900713    51.3 24    45.8 24  1017.8 24  1017.2 24    6.4 24    4.4 24   12.0   21.0    60.1*   45.0   0.00C 999.9  100000 
704540 25704  19900714    53.1 24    47.7 24  1014.2 24  1013.6 24    6.8 24   10.4 24   18.1   22.9    62.1*   44.1   0.00D 999.9  100000 
